Category,Job ID,Sub ID,URL,Title,Description,Budget Min,Budget Max,Budget Avg,Client Location,Country Normalized,Payment Verified,Relative Date,Absolute Date,Job Type,Experience Level,Allowed Applicant Countries,Skills,OrgNameRaw,OrgNameNormalized,OrgConfidence,OrgType,OrgSource
QA Testing,1.989929503417948e+18,~021989929503417948184,https://www.upwork.com/jobs/Manual-Mobile-App-Tester-Android_~021989929503417948184/?referrer_url_path=/nx/search/jobs/,Manual Mobile App Tester (Android),"We’re looking for 5–10 reliable manual testers to help us validate and improve the user experience of our mobile application (Android).
You’ll install the app, follow specific user flows, identify any bugs or confusing UI elements, and optionally share feedback on the app’s clarity and performance.
What you’ll do:
•	Install our Android app from the Google Play Store
•	Use the app for at least 5–10 minutes, exploring:
•	Home screen
•	Start application flow
•	FAQs / Help
•	Support/contact section
•	Check for bugs, usability issues, and broken links
•	Provide feedback in a short written format
•	(Optional) Leave an honest review on Google Play
Requirements:
•	Android device with internet access
•	Able to follow simple instructions
•	Good written English
•	Detail-oriented and hones
Budget:
•	$5 per tester
•	Expected time: 10–15 minutes
•	Bonuses may be offered for highly detailed or insightful feedback
To Apply please share:
•	Your Android device model
•	Your location
•	Have you done app testing before? (Not required)",5.0,5.0,5.0,ARE,United Arab Emirates,TRUE,Posted 2 days ago,2025-11-16T05:32:19.620Z,Fixed,Entry Level,,"Mobile App Testing, Manual Testing, Functional Testing, Usability Testing, Android",,,none,individual_or_undefined,none
QA Testing,1.990349385579395e+18,~021990349385579395179,https://www.upwork.com/jobs/Platform-Availability-Checking-Argentina_~021990349385579395179/?referrer_url_path=/nx/search/jobs/,Platform Availability Checking | Argentina,"We are looking for a freelancer to check the work of our platform.
Requirements:
- Located in Argentina
- PC user
- Android smartphone user
- Knows how to work with YouTube streams
In your response to job post please let us know if you are located in Argentina and use PC and Android smartphone.",40.0,40.0,40.0,Seychelles,Seychelles,unknown,Posted yesterday,2025-11-17T14:56:00.589Z,Fixed,Entry Level,,"Mobile App Testing, Manual Testing, Usability Testing, Android, Smartphone",,,none,individual_or_undefined,none
QA Testing,1.9903594617647936e+18,~021990359461764793912,https://www.upwork.com/jobs/Payment-method-check-Philippines_~021990359461764793912/?referrer_url_path=/nx/search/jobs/,Payment method check | Philippines,"We are looking for a freelancer from Philippines to check the usability of platform.
Requirements:
- Located in Philippines;
- Gcash user
In your response to job post please let us know if you are located in Philippines and use method mentioned above. Also specify which devices you have?",20.0,20.0,20.0,Seychelles,Seychelles,unknown,Posted yesterday,2025-11-17T14:55:00.589Z,Fixed,Entry Level,,"Mobile App Testing, Manual Testing, Usability Testing, Android, Smartphone, iOS",,,none,individual_or_undefined,none
QA Testing,1.9903887144766684e+18,~021990388714476668472,https://www.upwork.com/jobs/Mexico-Mobile-Testing-simcard_~021990388714476668472/?referrer_url_path=/nx/search/jobs/,Mexico - Mobile Testing - AT&T simcard,To test subscription based flows in Mexico with mobile data using AT&T simcard on wifi or Mobile data.,5.0,10.0,7.5,United Arab Emirates,United Arab Emirates,TRUE,Posted yesterday,2025-11-17T11:57:04.136Z,Hourly,Entry Level,,Mobile App Testing,,,none,individual_or_undefined,none
QA Testing,1.9904187193662756e+18,~021990418719366275397,https://www.upwork.com/jobs/Manual_~021990418719366275397/?referrer_url_path=/nx/search/jobs/,Manual QA | UK,"Looking for a reliable QA Tester based in UK.
The goal is to ensure that the process operates correctly from a local user’s perspective.
Step by step instructions will be given to successful candidates but tasks will basically be as follows:
- register an account
- record a video of deposit flow
- submit a brief report of the process, feedback and video",15.0,15.0,15.0,GEO,Georgia,unknown,Posted yesterday,2025-11-17T14:55:00.312Z,Fixed,Intermediate,,"Mobile App Testing, Web Testing, Manual Testing, Bug Reports, Bug Tracking & Reports",The goal,the goal,high,individual_or_undefined,is_plain
QA Testing,1.9904752914766868e+18,~021990475291476686819,https://www.upwork.com/jobs/Tester-for-iOS-Focus-Timer-and-Exercise-App_~021990475291476686819/?referrer_url_path=/nx/search/jobs/,QA Tester for iOS Focus Timer and Exercise App,"We are seeking a skilled QA tester to evaluate our iOS app, which functions as a focus timer transitioning to a 2-minute exercise flow. The ideal candidate will have experience in mobile app testing, a keen eye for detail, and the ability to provide insights on app pricing.",10.0,20.0,15.0,United States,United States,TRUE,Posted yesterday,2025-11-17T17:41:05.659Z,Hourly,Intermediate,,"Mobile App Testing, Manual Testing, Usability Testing, Software QA",Exercise App We,exercise app we,high,product_company,seeking
QA Testing,1.9905198861465275e+18,~021990519886146527557,https://www.upwork.com/jobs/Social-media-app-tester_~021990519886146527557/?referrer_url_path=/nx/search/jobs/,Social media app tester,"we need a good testing expert, who can test our new social media app and share feedback with us after testing. someone worked with social media app testing in the past, share experience.",10.0,10.0,10.0,India,India,TRUE,Posted yesterday,2025-11-17T20:38:17.829Z,Fixed,Intermediate,,"Mobile App Testing, Testing",,,none,individual_or_undefined,none
QA Testing,1.9905847151989796e+18,~021990584715198979540,https://www.upwork.com/jobs/USA-ONLY-Online-Testings-FSA-card-HSA-card-Only_~021990584715198979540/?referrer_url_path=/nx/search/jobs/,USA ONLY! Online Testings - FSA card/HSA card Only,"We are looking for local Americans holding FSA and HSA cards to conduct some payment tests on e-commerce websites, which require screen recording to blur sensitive personal information in the recording",100.0,100.0,100.0,China,China,TRUE,Posted 13 hours ago,2025-11-18T00:55:54.266Z,Fixed,Intermediate,,"Mobile App Testing, Payment Processing",,,none,individual_or_undefined,none
QA Testing,1.9905982821342495e+18,~021990598282134249797,https://www.upwork.com/jobs/Mobile-Content-Tester-Bangladesh_~021990598282134249797/?referrer_url_path=/nx/search/jobs/,Mobile Content Tester in Bangladesh,"Hello,
Thank you for your interest.
The task is simple: I’ll send you a page, and you just need to follow the steps to purchase a service. You’ll need to provide a screen recording of the purchase process. It takes less than 10 minutes. Any costs will be reimbursed, plus a $5 base pay.
Please confirm:
1. Are you based in Bangladesh?
2. You have a Robi and Grameenphone SIM card with internet access.
3. Payment includes a $5 base pay plus reimbursement for any extra costs, based on the exchange rate at the time.
4. The task is urgent and must be completed within 1-2 days.
Let me know if you have any questions. Once you confirm, I’ll send the details.
Thank you.",5.0,5.0,5.0,Malaysia,Malaysia,TRUE,Posted 13 hours ago,2025-11-18T01:49:48.876Z,Fixed,Entry Level,,"Mobile App Testing, Manual Testing, Functional Testing, Smartphone, Android",The task,the task,high,individual_or_undefined,is_plain
QA Testing,1.9907208026467535e+18,~021990720802646753659,https://www.upwork.com/jobs/Payment-method-check-Venezuela_~021990720802646753659/?referrer_url_path=/nx/search/jobs/,Payment method check | Venezuela,"We are looking for a freelancer from Colombia to check the usability of platform.
Requirements:
- Located in Colombia;
- Android smartphone user
In your response to job post please let us know if you are located in Colombia and your Android smartphone model. Also specify which devices you have?",15.0,15.0,15.0,Seychelles,Seychelles,unknown,Posted 1 hour ago,2025-11-18T13:54:00.890Z,Fixed,Entry Level,,"Mobile App Testing, Manual Testing, Usability Testing, Android, Smartphone, iOS",,,none,individual_or_undefined,none
QA Testing,1.9907339375328968e+18,~021990733937532896854,https://www.upwork.com/jobs/Testing-Mobile-app_~021990733937532896854/?referrer_url_path=/nx/search/jobs/,Testing my Mobile app,"We are looking for a QA Specialist to perform a one‑time, comprehensive test of our Mobile app. The goal is to validate the screens, Chat, and core workflows to ensure functionality, usability, and performance across devices and browsers.
🔹 Scope of Work
Conduct manual testing of the screens and Chat.
Validate form submissions, data capture, and backend integration to ensure chat works well.
Perform cross‑device/browser checks (Android, Chrome, Safari, Firefox).
Benchmark performance and load times under different network conditions.
Identify and document bugs/issues with screenshots, severity tags, and reproduction steps.
Provide UX feedback for smoother user journeys.
🔹 Deliverables
A detailed QA report with prioritized issues and actionable fixes.
Screenshots and logs for each bug identified.
Recommendations for performance and usability improvements.",5.0,5.0,5.0,India,India,TRUE,Posted 4 hours ago,2025-11-18T10:48:51.935Z,Fixed,Expert,,"Mobile App Testing, Android, Software QA, Functional Testing",Mobile app We,mobile app we,high,individual_or_undefined,seeking
QA Testing,1.9907743729471877e+18,~021990774372947187481,https://www.upwork.com/jobs/Payment-Method-Checking-Ghana_~021990774372947187481/?referrer_url_path=/nx/search/jobs/,Payment Method Checking | Ghana,"We are looking for a freelancer from Ghana to check the usability of platform.
Requirements:
- Located in Ghana;
- Android smartphone user
In your response to job post please let us know if you are located in Ghana and your Android smartphone model. Also specify which devices you have?",15.0,15.0,15.0,Seychelles,Seychelles,unknown,Posted yesterday,2025-11-18T13:34:00.960Z,Fixed,Intermediate,,"Mobile App Testing, Manual Testing, Usability Testing, Android, Smartphone, iOS",,,none,individual_or_undefined,none
QA Testing,1.990774865870096e+18,~021990774865870095958,https://www.upwork.com/jobs/Payment-Method-Checking-Colombia_~021990774865870095958/?referrer_url_path=/nx/search/jobs/,Payment Method Checking | Colombia,"We are looking for a freelancer from Colombia to check the usability of platform.
Requirements:
- Located in Colombia;
- Android smartphone user
In your response to job post please let us know if you are located in Colombia and your Android smartphone model. Also specify which devices you have?",15.0,15.0,15.0,Seychelles,Seychelles,unknown,Posted yesterday,2025-11-18T13:34:00.962Z,Fixed,Intermediate,,"Mobile App Testing, Manual Testing, Usability Testing, Android, Smartphone, iOS",,,none,individual_or_undefined,none
QA Testing,1.990776745476588e+18,~021990776745476587899,https://www.upwork.com/jobs/Payment-Method-Checking-Bolivia_~021990776745476587899/?referrer_url_path=/nx/search/jobs/,Payment Method Checking | Bolivia,"We are looking for a freelancer from Bolivia to check the usability of platform.
Requirements:
- Located in Colombia;
- Android smartphone user
In your response to job post please let us know if you are located in Colombia and use Android smartphone. Also specify which devices you have?",15.0,15.0,15.0,Seychelles,Seychelles,unknown,Posted yesterday,2025-11-18T13:34:00.963Z,Fixed,Entry Level,,"Mobile App Testing, Manual Testing, Usability Testing, Android, Smartphone, iOS",,,none,individual_or_undefined,none
QA Testing,1.9777681361984305e+18,~021977768136198430208,https://www.upwork.com/jobs/and-GitHub-Actions-Expert-for-Automating-Tests_~021977768136198430208/?referrer_url_path=/nx/search/jobs/,CI/CD and GitHub Actions Expert for Automating Tests,We are seeking an experienced professional to automate our testing processes using CI/CD and GitHub Actions. The ideal candidate will have a strong background in setting up and optimizing CI/CD pipelines and integrating automated testing into our development workflow.,3.0,5.0,4.0,Israel,Israel,TRUE,Posted 2 weeks ago,2025-10-13T16:07:23.725Z,Hourly,Entry Level,,"MongoDB, Selenium WebDriver",Automating Tests We,automating tests we,high,individual_or_undefined,seeking
